Timestamp,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth,doy,declinacion,hora_solar,angulo_horario,theta_z,E0h,kt,POA
2000-01-31,388.8215889986656,508.8324950445313,59.61247908229763,16.94106182795699,16.96451612903226,30.435080645161293,833.9034946236559,5.238508064516129,161.7459677419355,0.0,16.0,-20.847172099685643,11.5,-7.5,78.1081308971309,490.7544105209371,1.3502207648631293,408.5771956432153
2000-02-29,371.8025143678162,492.5415110153257,58.221360153256704,14.633477011494252,15.569540229885057,40.18146551724138,831.1402298850575,5.27794540229885,160.0948275862069,0.0,46.0,-13.151755084009599,11.5,-7.5,82.2640933075193,463.40436728352296,1.3779926886477278,390.86150396229516
2000-03-31,346.5599910394266,485.2620295698925,51.858870967741936,15.25141129032258,15.541935483870969,43.71935483870968,832.3741935483871,5.042204301075269,158.89314516129033,0.0,76.0,-1.9920647615028455,11.5,-7.5,88.80780522899747,409.82104197364873,1.3930033543148783,365.7822012322117
2000-04-30,280.6960185185186,425.4729513888888,39.61690972222222,13.162013888888888,13.487361111111111,23.524861111111115,828.447638888889,4.238819444444444,149.72916666666666,0.0,106.5,9.855999896029628,11.5,-7.5,95.8437104882269,344.2867114875684,1.4092988137799478,310.1374742591413
2000-05-31,236.5380600358424,397.38289650537627,38.17046370967742,12.51989247311828,13.068548387096774,21.50900537634409,826.678494623656,4.325940860215054,148.51612903225808,0.0,137.0,19.036099871908508,11.5,-7.5,100.9534898041112,286.05433247306695,1.4186592698240614,267.4158007073673
2000-06-30,236.2563773148149,394.73358796296293,63.88517361111111,12.518263888888889,12.514305555555554,21.415,828.9194444444445,5.155069444444445,141.55625,0.0,167.5,23.113087468988418,11.5,-7.5,103.02305899203984,257.7681685658307,1.4407490336601725,272.4669897751688
2000-07-31,228.12373431899653,386.73552867383506,48.4616711469534,12.68508064516129,12.473655913978494,19.441397849462366,827.686559139785,4.831317204301075,138.46370967741936,0.0,198.0,20.933490071980373,11.5,-7.5,101.93586299516362,271.7539253169258,1.4253561875588527,263.1578530732206
2000-08-31,270.96659946236565,422.3094198028673,51.298902329749104,13.199327956989247,13.506048387096774,19.070564516129032,826.0353494623656,5.049327956989247,147.78427419354838,0.0,229.0,12.967378123774926,11.5,-7.5,97.62851383516941,322.19138233006686,1.4109996653229118,306.14180558990586
2000-09-30,331.903738425926,481.18126157407403,49.83824074074074,14.507222222222223,14.575555555555555,20.083333333333332,830.8902777777778,5.537916666666667,154.69583333333333,0.0,259.5,1.5955674563903592,11.5,-7.5,90.95527764980241,386.247414609259,1.4042146275660345,357.23181365326593
2000-10-31,377.41836917562733,510.46086469534043,59.356910842293914,15.347043010752689,15.39516129032258,21.74462365591398,832.9478494623655,5.577755376344086,156.80241935483872,0.0,290.0,-10.208154500132942,11.5,-7.5,83.9533521255616,446.0596320152832,1.390302657202642,402.6734939514659
2000-11-30,412.77631944444454,538.1317476851851,65.23001157407408,17.612083333333334,18.215833333333332,22.516944444444444,837.3652777777778,5.472222222222222,160.36041666666668,0.0,320.5,-19.275320127111303,11.5,-7.5,78.91985938457634,482.9340861143339,1.3861621782472784,432.83333438776634
2000-12-31,398.73144041218643,524.783501344086,60.9029233870968,14.901680107526882,15.205241935483873,22.990860215053765,804.3744623655914,5.267405913978495,162.39314516129033,0.0,351.0,-23.124763161842477,11.5,-7.5,76.97120919468698,496.25006061786485,1.3432336385440966,423.61926004903626
